road,point
Pittwater Road Southbound,"-33.76429,151.27127"
Pittwater Road Southbound,"-33.76443,151.27115"
Pittwater Road Southbound,"-33.76467,151.2709"
Pittwater Road Southbound,"-33.76505,151.2705"
Pittwater Road Southbound,"-33.76521,151.27035"
Pittwater Road Southbound,"-33.76541,151.27019"
Pittwater Road Southbound,"-33.76566,151.27"
Pittwater Road Southbound,"-33.7661,151.26968"
Pittwater Road Southbound,"-33.76655,151.26935"
Pittwater Road Southbound,"-33.76677,151.26917"
Pittwater Road Southbound,"-33.76702,151.269"
Pittwater Road Southbound,"-33.76714,151.2689"
Pittwater Road Southbound,"-33.76762,151.26855"
Pittwater Road Southbound,"-33.76784,151.26839"
Lancaster Street Northbound,"-33.7751,150.89143"
Lancaster Street Northbound,"-33.77471,150.89149"
Lancaster Street Northbound,"-33.77297,150.89179"
Lancaster Street Northbound,"-33.77258,150.89186"
Lancaster Street Northbound,"-33.77199,150.89195"
Lancaster Street Northbound,"-33.77197,150.89196"
Lancaster Street Northbound,"-33.77158,150.89202"
Lancaster Street Northbound,"-33.77147,150.89204"
Lancaster Street Northbound,"-33.77139,150.89205"
Lancaster Street Northbound,"-33.77114,150.89209"
Lancaster Street Northbound,"-33.77066,150.89217"
Lancaster Street Northbound,"-33.76992,150.89229"
Lancaster Street Northbound,"-33.76971,150.89233"
Lancaster Street Northbound,"-33.76915,150.89242"
Lancaster Street Northbound,"-33.7686,150.89251"
Lancaster Street Northbound,"-33.76839,150.89255"
Lancaster Street Northbound,"-33.7683,150.89256"
Lancaster Street Northbound,"-33.76799,150.89261"
Lancaster Street Northbound,"-33.76783,150.89264"
Lancaster Street Northbound,"-33.76737,150.89272"
Lancaster Street Northbound,"-33.76726,150.89273"
Lancaster Street Northbound,"-33.76718,150.8927"
Lancaster Street Northbound,"-33.76701,150.89272"
Lancaster Street Northbound,"-33.76671,150.89275"
Lancaster Street Northbound,"-33.76611,150.89287"
Lancaster Street Northbound,"-33.76596,150.8929"
Lancaster Street Northbound,"-33.76583,150.89293"
Lancaster Street Southbound,"-33.76575,150.89305"
Lancaster Street Southbound,"-33.76583,150.89303"
Lancaster Street Southbound,"-33.76598,150.89299"
Lancaster Street Southbound,"-33.76613,150.89297"
Lancaster Street Southbound,"-33.76673,150.89284"
Lancaster Street Southbound,"-33.76718,150.89278"
Lancaster Street Southbound,"-33.76726,150.89273"
Lancaster Street Southbound,"-33.76737,150.89272"
Lancaster Street Southbound,"-33.76783,150.89264"
Lancaster Street Southbound,"-33.76799,150.89261"
Lancaster Street Southbound,"-33.7683,150.89256"
Lancaster Street Southbound,"-33.76839,150.89255"
Lancaster Street Southbound,"-33.7686,150.89251"
Lancaster Street Southbound,"-33.76915,150.89242"
Lancaster Street Southbound,"-33.76971,150.89233"
Lancaster Street Southbound,"-33.76992,150.89229"
Lancaster Street Southbound,"-33.77066,150.89217"
Lancaster Street Southbound,"-33.77114,150.89209"
Lancaster Street Southbound,"-33.77139,150.89205"
Lancaster Street Southbound,"-33.77147,150.89204"
Lancaster Street Southbound,"-33.77158,150.89202"
Lancaster Street Southbound,"-33.77197,150.89196"
Lancaster Street Southbound,"-33.77199,150.89195"
Lancaster Street Southbound,"-33.77258,150.89186"
Lancaster Street Southbound,"-33.77297,150.89179"
Lancaster Street Southbound,"-33.77471,150.89149"
Lancaster Street Southbound,"-33.77518,150.89142"
Ourimbah Road Eastbound,"-33.82114,151.23224"
Ourimbah Road Eastbound,"-33.82118,151.23223"
Ourimbah Road Eastbound,"-33.82124,151.23273"
Ourimbah Road Eastbound,"-33.82128,151.23303"
Ourimbah Road Eastbound,"-33.8213,151.23315"
Ourimbah Road Eastbound,"-33.82133,151.23337"
Ourimbah Road Eastbound,"-33.82141,151.23393"
Ourimbah Road Eastbound,"-33.82152,151.23467"
Ourimbah Road Eastbound,"-33.82157,151.23503"
Ourimbah Road Eastbound,"-33.82166,151.23564"
Ourimbah Road Eastbound,"-33.82167,151.23575"
Ourimbah Road Eastbound,"-33.82173,151.23613"
Ourimbah Road Eastbound,"-33.82182,151.23678"
Ourimbah Road Eastbound,"-33.82197,151.23779"
Ourimbah Road Eastbound,"-33.82198,151.23787"
Ourimbah Road Eastbound,"-33.82214,151.23884"
Ourimbah Road Eastbound,"-33.82221,151.2392"
Ourimbah Road Eastbound,"-33.82223,151.23929"
Ourimbah Road Eastbound,"-33.82239,151.24038"
Ourimbah Road Eastbound,"-33.8224,151.24046"
Ourimbah Road Eastbound,"-33.82241,151.24056"
Ourimbah Road Eastbound,"-33.82258,151.24173"
Ourimbah Road Eastbound,"-33.82259,151.24179"
Ourimbah Road Eastbound,"-33.82262,151.24185"
Ourimbah Road Eastbound,"-33.82264,151.24192"
Ourimbah Road Eastbound,"-33.8228,151.24212"
Ourimbah Road Eastbound,"-33.82295,151.24229"
Ourimbah Road Eastbound,"-33.82322,151.24263"
Ourimbah Road Westbound,"-33.82322,151.24263"
Ourimbah Road Westbound,"-33.82295,151.24229"
Ourimbah Road Westbound,"-33.8228,151.24212"
Ourimbah Road Westbound,"-33.82264,151.24192"
Ourimbah Road Westbound,"-33.82262,151.24185"
Ourimbah Road Westbound,"-33.82259,151.24179"
Ourimbah Road Westbound,"-33.82258,151.24173"
Ourimbah Road Westbound,"-33.82241,151.24056"
Ourimbah Road Westbound,"-33.8224,151.24046"
Ourimbah Road Westbound,"-33.82239,151.24038"
Ourimbah Road Westbound,"-33.82223,151.23929"
Ourimbah Road Westbound,"-33.82221,151.2392"
Ourimbah Road Westbound,"-33.82214,151.23884"
Ourimbah Road Westbound,"-33.82198,151.23787"
Ourimbah Road Westbound,"-33.82197,151.23779"
Ourimbah Road Westbound,"-33.82182,151.23678"
Ourimbah Road Westbound,"-33.82173,151.23613"
Ourimbah Road Westbound,"-33.82167,151.23575"
Ourimbah Road Westbound,"-33.82166,151.23564"
Ourimbah Road Westbound,"-33.82157,151.23503"
Ourimbah Road Westbound,"-33.82152,151.23467"
Ourimbah Road Westbound,"-33.82141,151.23393"
Ourimbah Road Westbound,"-33.82133,151.23337"
Ourimbah Road Westbound,"-33.8213,151.23315"
Ourimbah Road Westbound,"-33.82128,151.23303"
Ourimbah Road Westbound,"-33.82124,151.23273"
Ourimbah Road Westbound,"-33.82118,151.23223"
Syd Einfeld Drive Eastbound,"-33.88981,151.24057"
Syd Einfeld Drive Eastbound,"-33.88975,151.24092"
Syd Einfeld Drive Eastbound,"-33.88968,151.24128"
Syd Einfeld Drive Eastbound,"-33.88962,151.24162"
Syd Einfeld Drive Eastbound,"-33.8896,151.24217"
Syd Einfeld Drive Eastbound,"-33.88961,151.24256"
Syd Einfeld Drive Eastbound,"-33.88962,151.24292"
Syd Einfeld Drive Eastbound,"-33.88966,151.24351"
Syd Einfeld Drive Eastbound,"-33.88974,151.2441"
Syd Einfeld Drive Eastbound,"-33.88979,151.24437"
Syd Einfeld Drive Eastbound,"-33.88985,151.2447"
Syd Einfeld Drive Eastbound,"-33.88987,151.24478"
Syd Einfeld Drive Eastbound,"-33.89014,151.24593"
Syd Einfeld Drive Eastbound,"-33.89039,151.24701"
Syd Einfeld Drive Eastbound,"-33.89052,151.24763"
Syd Einfeld Drive Eastbound,"-33.89057,151.24785"
Syd Einfeld Drive Eastbound,"-33.89067,151.24869"
Syd Einfeld Drive Eastbound,"-33.8907,151.24918"
Syd Einfeld Drive Eastbound,"-33.89068,151.24963"
Syd Einfeld Drive Eastbound,"-33.89069,151.24974"
Syd Einfeld Drive Eastbound,"-33.89069,151.24985"
Syd Einfeld Drive Eastbound,"-33.89067,151.2502"
Syd Einfeld Drive Eastbound,"-33.89064,151.2506"
Syd Einfeld Drive Eastbound,"-33.89055,151.25132"
Syd Einfeld Drive Eastbound,"-33.89052,151.2516"
Syd Einfeld Drive Eastbound,"-33.89049,151.252"
Syd Einfeld Drive Eastbound,"-33.89049,151.25215"
Syd Einfeld Drive Eastbound,"-33.89049,151.25228"
Syd Einfeld Drive Eastbound,"-33.89054,151.25252"
Syd Einfeld Drive Eastbound,"-33.89058,151.25266"
Syd Einfeld Drive Eastbound,"-33.8907,151.25297"
Syd Einfeld Drive Eastbound,"-33.89072,151.25301"
Syd Einfeld Drive Eastbound,"-33.8908,151.25316"
Syd Einfeld Drive Eastbound,"-33.89091,151.2533"
Syd Einfeld Drive Westbound,"-33.89102,151.25323"
Syd Einfeld Drive Westbound,"-33.89094,151.25312"
Syd Einfeld Drive Westbound,"-33.89087,151.25302"
Syd Einfeld Drive Westbound,"-33.89081,151.25287"
Syd Einfeld Drive Westbound,"-33.89072,151.25267"
Syd Einfeld Drive Westbound,"-33.89066,151.25248"
Syd Einfeld Drive Westbound,"-33.89062,151.25231"
Syd Einfeld Drive Westbound,"-33.8906,151.25215"
Syd Einfeld Drive Westbound,"-33.8906,151.25199"
Syd Einfeld Drive Westbound,"-33.8906,151.25194"
Syd Einfeld Drive Westbound,"-33.8906,151.2519"
Syd Einfeld Drive Westbound,"-33.89061,151.25164"
Syd Einfeld Drive Westbound,"-33.89073,151.2506"
Syd Einfeld Drive Westbound,"-33.89079,151.24964"
Syd Einfeld Drive Westbound,"-33.89078,151.2491"
Syd Einfeld Drive Westbound,"-33.89076,151.24869"
Syd Einfeld Drive Westbound,"-33.89069,151.24809"
Syd Einfeld Drive Westbound,"-33.89062,151.24762"
Syd Einfeld Drive Westbound,"-33.89049,151.24697"
Syd Einfeld Drive Westbound,"-33.8902,151.24579"
Syd Einfeld Drive Westbound,"-33.89001,151.245"
Syd Einfeld Drive Westbound,"-33.88989,151.24443"
Syd Einfeld Drive Westbound,"-33.88983,151.24403"
Syd Einfeld Drive Westbound,"-33.88977,151.24337"
Syd Einfeld Drive Westbound,"-33.88975,151.24308"
Syd Einfeld Drive Westbound,"-33.88975,151.24295"
Syd Einfeld Drive Westbound,"-33.88974,151.24259"
Syd Einfeld Drive Westbound,"-33.88975,151.24221"
Syd Einfeld Drive Westbound,"-33.88978,151.24181"
Syd Einfeld Drive Westbound,"-33.88983,151.24125"
Syd Einfeld Drive Westbound,"-33.88986,151.24109"
Syd Einfeld Drive Westbound,"-33.8899,151.24093"
Syd Einfeld Drive Westbound,"-33.88997,151.24064"
Nelson Bay Road Northbound,"-32.88436,151.77861"
Nelson Bay Road Northbound,"-32.8844,151.77872"
Nelson Bay Road Northbound,"-32.88457,151.77926"
Nelson Bay Road Northbound,"-32.88468,151.77976"
Nelson Bay Road Northbound,"-32.88476,151.78029"
Nelson Bay Road Northbound,"-32.88478,151.78058"
Nelson Bay Road Northbound,"-32.88479,151.78096"
Nelson Bay Road Northbound,"-32.88479,151.78111"
Nelson Bay Road Northbound,"-32.88473,151.78323"
Nelson Bay Road Northbound,"-32.88473,151.78334"
Nelson Bay Road Northbound,"-32.88472,151.78367"
Nelson Bay Road Northbound,"-32.88468,151.7854"
Nelson Bay Road Northbound,"-32.88462,151.78711"
Nelson Bay Road Northbound,"-32.88461,151.7872"
Nelson Bay Road Northbound,"-32.88452,151.78894"
Nelson Bay Road Northbound,"-32.88452,151.78898"
Nelson Bay Road Northbound,"-32.88446,151.78996"
Nelson Bay Road Northbound,"-32.88439,151.79049"
Nelson Bay Road Northbound,"-32.88427,151.79095"
Nelson Bay Road Northbound,"-32.88411,151.7914"
Nelson Bay Road Northbound,"-32.884,151.79166"
Nelson Bay Road Northbound,"-32.88384,151.79195"
Nelson Bay Road Northbound,"-32.88365,151.79225"
Nelson Bay Road Northbound,"-32.88336,151.79262"
Nelson Bay Road Northbound,"-32.88321,151.79277"
Nelson Bay Road Northbound,"-32.8831,151.79288"
Nelson Bay Road Northbound,"-32.88294,151.79303"
Nelson Bay Road Northbound,"-32.88278,151.79315"
Nelson Bay Road Northbound,"-32.8826,151.79332"
Nelson Bay Road Northbound,"-32.88214,151.79363"
Nelson Bay Road Northbound,"-32.8815,151.79397"
Nelson Bay Road Northbound,"-32.88108,151.79414"
Nelson Bay Road Northbound,"-32.88073,151.79426"
Nelson Bay Road Northbound,"-32.88024,151.79439"
Nelson Bay Road Northbound,"-32.87971,151.79449"
Nelson Bay Road Northbound,"-32.8793,151.79453"
Nelson Bay Road Northbound,"-32.87885,151.79454"
Nelson Bay Road Northbound,"-32.87839,151.79451"
Nelson Bay Road Northbound,"-32.87707,151.79434"
Nelson Bay Road Northbound,"-32.87591,151.79419"
Nelson Bay Road Northbound,"-32.87575,151.79417"
Nelson Bay Road Northbound,"-32.87496,151.79406"
Nelson Bay Road Northbound,"-32.87426,151.79396"
Nelson Bay Road Northbound,"-32.87371,151.79389"
Nelson Bay Road Northbound,"-32.87331,151.7938"
Nelson Bay Road Northbound,"-32.87278,151.79365"
Nelson Bay Road Northbound,"-32.87256,151.79357"
Nelson Bay Road Northbound,"-32.87215,151.79338"
Nelson Bay Road Northbound,"-32.87198,151.79328"
Nelson Bay Road Northbound,"-32.87157,151.79305"
Nelson Bay Road Northbound,"-32.87117,151.79284"
Nelson Bay Road Northbound,"-32.87109,151.7928"
Nelson Bay Road Northbound,"-32.87103,151.79278"
Nelson Bay Road Northbound,"-32.8708,151.7927"
Nelson Bay Road Northbound,"-32.87069,151.79267"
Nelson Bay Road Northbound,"-32.87037,151.79261"
Nelson Bay Road Northbound,"-32.87011,151.79258"
Nelson Bay Road Northbound,"-32.86942,151.79259"
Nelson Bay Road Northbound,"-32.86877,151.79261"
Nelson Bay Road Northbound,"-32.86804,151.79262"
Nelson Bay Road Northbound,"-32.86799,151.79264"
Nelson Bay Road Northbound,"-32.8675,151.79265"
Nelson Bay Road Northbound,"-32.86711,151.79267"
Nelson Bay Road Northbound,"-32.8666,151.79275"
Nelson Bay Road Northbound,"-32.86626,151.79282"
Nelson Bay Road Northbound,"-32.86535,151.79306"
Nelson Bay Road Northbound,"-32.86531,151.79307"
Nelson Bay Road Northbound,"-32.86457,151.79327"
Nelson Bay Road Northbound,"-32.8645,151.79326"
Nelson Bay Road Northbound,"-32.86443,151.79327"
Nelson Bay Road Northbound,"-32.86423,151.79333"
Nelson Bay Road Northbound,"-32.86391,151.79345"
Nelson Bay Road Northbound,"-32.86371,151.79355"
Nelson Bay Road Northbound,"-32.86352,151.79366"
Nelson Bay Road Northbound,"-32.86311,151.79394"
Nelson Bay Road Northbound,"-32.8628,151.79417"
Nelson Bay Road Northbound,"-32.86253,151.7944"
Nelson Bay Road Northbound,"-32.86211,151.79485"
Nelson Bay Road Northbound,"-32.86201,151.79497"
Nelson Bay Road Northbound,"-32.86169,151.79539"
Nelson Bay Road Northbound,"-32.86139,151.79583"
Nelson Bay Road Northbound,"-32.86119,151.79616"
Nelson Bay Road Northbound,"-32.86117,151.79622"
Nelson Bay Road Northbound,"-32.86115,151.79628"
Nelson Bay Road Northbound,"-32.8608,151.79674"
Nelson Bay Road Northbound,"-32.8599,151.79805"
Nelson Bay Road Northbound,"-32.85987,151.7981"
Nelson Bay Road Northbound,"-32.8596,151.79852"
Nelson Bay Road Northbound,"-32.85929,151.79907"
Nelson Bay Road Northbound,"-32.85866,151.80032"
Nelson Bay Road Northbound,"-32.85809,151.80163"
Nelson Bay Road Northbound,"-32.85797,151.80191"
Nelson Bay Road Northbound,"-32.85778,151.8023"
Nelson Bay Road Northbound,"-32.8577,151.80239"
Nelson Bay Road Northbound,"-32.85764,151.80247"
Nelson Bay Road Northbound,"-32.85749,151.8027"
Nelson Bay Road Northbound,"-32.85737,151.80282"
Nelson Bay Road Northbound,"-32.85731,151.80284"
Nelson Bay Road Northbound,"-32.85727,151.80286"
Nelson Bay Road Northbound,"-32.85722,151.80292"
Nelson Bay Road Northbound,"-32.85719,151.803"
Nelson Bay Road Northbound,"-32.85719,151.8031"
Nelson Bay Road Northbound,"-32.85721,151.80318"
Nelson Bay Road Northbound,"-32.85723,151.80321"
Nelson Bay Road Northbound,"-32.85721,151.80337"
Nelson Bay Road Northbound,"-32.85711,151.80393"
Nelson Bay Road Northbound,"-32.85698,151.80426"
Nelson Bay Road Northbound,"-32.85688,151.80454"
Nelson Bay Road Northbound,"-32.85661,151.80523"
Nelson Bay Road Northbound,"-32.85642,151.80567"
Nelson Bay Road Northbound,"-32.85632,151.80591"
Nelson Bay Road Northbound,"-32.85619,151.80614"
Nelson Bay Road Northbound,"-32.85549,151.80792"
Nelson Bay Road Northbound,"-32.85501,151.80908"
Nelson Bay Road Northbound,"-32.85469,151.80984"
Nelson Bay Road Northbound,"-32.85352,151.81269"
Nelson Bay Road Northbound,"-32.85324,151.81331"
Nelson Bay Road Northbound,"-32.85299,151.81393"
Nelson Bay Road Northbound,"-32.85294,151.81405"
Nelson Bay Road Northbound,"-32.85217,151.81603"
Nelson Bay Road Northbound,"-32.85171,151.81706"
Nelson Bay Road Northbound,"-32.8515,151.81753"
Nelson Bay Road Northbound,"-32.85102,151.81867"
Nelson Bay Road Northbound,"-32.85007,151.82097"
Nelson Bay Road Northbound,"-32.84912,151.82327"
Nelson Bay Road Northbound,"-32.84831,151.82525"
Nelson Bay Road Northbound,"-32.84773,151.82669"
Nelson Bay Road Northbound,"-32.84714,151.82811"
Nelson Bay Road Northbound,"-32.84677,151.82901"
Nelson Bay Road Northbound,"-32.8467,151.8291"
Nelson Bay Road Northbound,"-32.84602,151.83079"
Nelson Bay Road Northbound,"-32.84591,151.83105"
Nelson Bay Road Northbound,"-32.84576,151.83142"
Nelson Bay Road Northbound,"-32.84536,151.83234"
Nelson Bay Road Northbound,"-32.84508,151.83291"
Nelson Bay Road Northbound,"-32.84447,151.83402"
Nelson Bay Road Northbound,"-32.8444,151.83413"
Nelson Bay Road Northbound,"-32.84437,151.83421"
Nelson Bay Road Northbound,"-32.84386,151.83502"
Nelson Bay Road Northbound,"-32.84376,151.83518"
Nelson Bay Road Northbound,"-32.84367,151.83531"
Nelson Bay Road Northbound,"-32.84352,151.83553"
Nelson Bay Road Northbound,"-32.84302,151.83614"
Nelson Bay Road Northbound,"-32.84286,151.83633"
Nelson Bay Road Northbound,"-32.84233,151.8369"
Nelson Bay Road Northbound,"-32.84179,151.83744"
Nelson Bay Road Northbound,"-32.84121,151.83793"
Nelson Bay Road Northbound,"-32.84062,151.8384"
Nelson Bay Road Northbound,"-32.84001,151.83882"
Nelson Bay Road Northbound,"-32.83938,151.83921"
Nelson Bay Road Northbound,"-32.83874,151.83955"
Nelson Bay Road Northbound,"-32.83807,151.83986"
Nelson Bay Road Northbound,"-32.8374,151.84013"
Nelson Bay Road Northbound,"-32.83672,151.84035"
Nelson Bay Road Northbound,"-32.83636,151.84045"
Nelson Bay Road Northbound,"-32.83602,151.84053"
Nelson Bay Road Northbound,"-32.83564,151.84061"
Nelson Bay Road Northbound,"-32.83505,151.84071"
Nelson Bay Road Northbound,"-32.83121,151.84125"
Nelson Bay Road Northbound,"-32.82987,151.84144"
Nelson Bay Road Northbound,"-32.82806,151.84169"
Nelson Bay Road Northbound,"-32.82766,151.84177"
Nelson Bay Road Northbound,"-32.82715,151.84185"
Nelson Bay Road Northbound,"-32.82665,151.84192"
Nelson Bay Road Northbound,"-32.82508,151.84216"
Nelson Bay Road Northbound,"-32.8234,151.84242"
Nelson Bay Road Northbound,"-32.82152,151.84272"
